W/L,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,O-FG,O-FGA,O-FG%,O-3P,O-3PA,O-3P%,O-FT,O-FTA,O-FT%,O-ORB,O-TRB,O-AST,O-STL,O-BLK,O-TOV,O-PF
L,43,87,0.494,12,30,0.4,14,19,0.737,6,42,27,13,5,21,24,43,85,0.506,10,32,0.313,18,23,0.783,3,38,26,14,8,18,17
W,45,101,0.446,5,29,0.172,14,19,0.737,15,56,26,11,6,12,22,34,89,0.382,11,39,0.282,16,20,0.8,12,53,18,6,4,22,21
W,47,92,0.511,14,36,0.389,32,46,0.696,14,52,34,8,5,21,20,48,106,0.453,15,48,0.313,25,32,0.781,13,51,35,17,5,16,30
L,39,90,0.433,5,25,0.2,25,32,0.781,13,47,20,6,4,16,8,47,88,0.534,17,44,0.386,12,14,0.857,5,38,31,9,8,14,28
W,39,97,0.402,12,30,0.4,18,22,0.818,14,57,28,10,3,12,9,39,93,0.419,20,53,0.377,5,7,0.714,8,48,22,7,9,18,17
L,41,101,0.406,9,36,0.25,16,22,0.727,16,52,26,12,6,10,21,38,85,0.447,15,35,0.429,18,22,0.818,10,51,27,5,6,15,19
W,45,96,0.469,12,37,0.324,10,22,0.455,16,51,26,11,9,16,20,42,95,0.442,13,37,0.351,13,18,0.722,11,46,22,6,8,17,19
L,43,97,0.443,10,23,0.435,14,21,0.667,14,50,29,9,4,12,18,45,91,0.495,9,30,0.3,16,27,0.593,10,49,33,8,19,10,17
L,36,87,0.414,7,28,0.25,28,38,0.737,11,44,18,5,2,12,18,47,96,0.49,15,45,0.333,16,20,0.8,9,48,23,4,2,8,27
L,46,99,0.465,11,27,0.407,19,28,0.679,12,51,21,6,3,9,23,42,87,0.483,17,39,0.436,24,30,0.8,8,46,29,4,4,11,21
L,37,78,0.474,9,25,0.36,15,21,0.714,8,47,26,4,5,21,18,45,96,0.469,11,35,0.314,9,15,0.6,8,42,30,14,5,9,16
W,44,93,0.473,14,40,0.35,14,19,0.737,11,40,22,10,3,16,29,38,81,0.469,9,29,0.31,24,31,0.774,8,45,22,4,2,19,20
W,41,74,0.554,19,38,0.5,20,24,0.833,9,38,32,9,4,18,32,37,81,0.457,11,36,0.306,23,31,0.742,10,32,25,7,1,13,20
L,26,76,0.342,4,33,0.121,17,20,0.85,5,36,13,2,2,12,19,43,87,0.494,14,41,0.341,24,27,0.889,11,54,25,10,2,6,14
W,47,88,0.534,16,31,0.516,14,16,0.875,7,46,32,6,10,13,21,37,89,0.416,13,38,0.342,14,17,0.824,11,39,22,7,6,14,15
W,47,95,0.495,18,38,0.474,16,22,0.727,11,47,30,13,6,10,25,32,76,0.421,12,38,0.316,29,34,0.853,5,41,14,5,4,17,17
L,33,85,0.388,13,33,0.394,21,24,0.875,12,43,19,6,8,8,16,41,89,0.461,15,42,0.357,9,14,0.643,13,46,28,3,3,13,20
W,40,83,0.482,17,29,0.586,15,19,0.789,8,37,24,5,2,10,22,37,75,0.493,10,33,0.303,23,28,0.821,7,40,23,4,3,13,22
L,43,86,0.5,15,35,0.429,12,13,0.923,7,45,29,6,7,13,16,44,96,0.458,20,40,0.5,8,11,0.727,11,44,23,9,3,10,13
W,36,81,0.444,11,34,0.324,25,25,1,12,48,19,6,3,19,26,39,86,0.453,8,30,0.267,15,19,0.789,8,35,25,10,2,13,21
L,40,83,0.482,14,31,0.452,11,13,0.846,10,37,23,6,5,18,16,40,82,0.488,20,41,0.488,15,18,0.833,9,38,25,13,3,15,19
W,45,92,0.489,20,38,0.526,20,25,0.8,12,35,28,13,5,10,19,47,77,0.61,18,33,0.545,15,17,0.882,3,38,30,6,2,22,19
W,35,74,0.473,18,37,0.486,23,27,0.852,3,36,26,4,6,10,16,42,88,0.477,10,28,0.357,12,16,0.75,12,48,18,4,4,9,19
W,52,89,0.584,18,35,0.514,16,20,0.8,12,47,29,10,3,9,19,40,85,0.471,8,26,0.308,12,17,0.706,9,32,23,4,2,14,16
W,48,87,0.552,19,39,0.487,14,20,0.7,9,52,27,4,3,16,19,37,89,0.416,11,38,0.289,11,16,0.688,6,33,28,13,2,16,19
W,41,86,0.477,16,35,0.457,17,18,0.944,6,48,24,14,6,16,15,39,86,0.453,13,28,0.464,5,12,0.417,4,39,25,11,4,18,15
W,43,84,0.512,10,33,0.303,24,25,0.96,9,48,21,8,7,13,19,41,87,0.471,14,42,0.333,10,13,0.769,4,29,24,8,1,11,21
W,41,92,0.446,14,46,0.304,12,16,0.75,8,46,26,4,2,10,10,42,95,0.442,7,35,0.2,9,14,0.643,12,51,22,7,2,10,19
L,36,89,0.404,8,26,0.308,19,22,0.864,13,46,23,11,4,12,19,37,80,0.463,10,26,0.385,24,25,0.96,9,46,20,7,9,14,17
W,36,87,0.414,17,42,0.405,20,22,0.909,13,55,22,11,4,12,20,40,90,0.444,13,33,0.394,12,15,0.8,8,45,24,5,1,13,18
W,46,94,0.489,13,37,0.351,11,11,1,9,49,25,8,5,11,15,32,89,0.36,10,33,0.303,16,18,0.889,12,49,20,6,2,17,12
W,44,81,0.543,17,38,0.447,24,28,0.857,7,38,26,2,4,7,14,41,85,0.482,10,27,0.37,23,28,0.821,10,36,21,5,5,7,20
L,45,99,0.455,15,36,0.417,15,17,0.882,11,39,21,12,5,8,18,45,79,0.57,13,31,0.419,21,26,0.808,6,44,25,6,4,16,17
W,44,79,0.557,20,34,0.588,13,17,0.765,8,46,22,4,6,14,20,41,92,0.446,4,10,0.4,13,17,0.765,11,37,21,8,6,8,14
L,42,81,0.519,14,32,0.438,17,21,0.81,10,47,26,5,4,16,17,43,90,0.478,16,38,0.421,17,21,0.81,9,34,21,8,1,6,16
L,41,99,0.414,8,28,0.286,20,23,0.87,16,53,19,8,5,9,16,46,94,0.489,10,29,0.345,11,15,0.733,11,52,25,5,4,12,18
W,41,82,0.5,12,23,0.522,25,29,0.862,11,48,23,9,4,15,20,41,95,0.432,15,41,0.366,15,19,0.789,16,43,29,8,8,15,24
W,50,86,0.581,13,30,0.433,12,15,0.8,4,37,20,11,7,9,13,40,85,0.471,12,32,0.375,14,15,0.933,8,41,23,4,3,13,16
W,42,88,0.477,13,30,0.433,31,36,0.861,12,47,31,8,5,10,21,43,93,0.462,7,25,0.28,18,25,0.72,11,40,25,4,4,15,27
W,47,85,0.553,15,32,0.469,16,20,0.8,7,39,31,5,0,12,22,46,91,0.505,8,36,0.222,18,22,0.818,9,39,27,7,6,8,21
L,38,86,0.442,9,26,0.346,11,17,0.647,9,47,18,5,2,16,19,42,98,0.429,13,40,0.325,17,20,0.85,17,53,19,12,3,13,15
W,43,89,0.483,10,30,0.333,20,22,0.909,11,45,22,5,4,11,20,41,86,0.477,12,34,0.353,18,21,0.857,6,38,13,7,6,10,22
L,40,87,0.46,15,35,0.429,13,18,0.722,16,52,24,3,4,16,17,44,92,0.478,11,38,0.289,13,19,0.684,9,40,21,10,4,6,19
W,54,94,0.574,19,38,0.5,8,13,0.615,7,46,26,7,5,10,22,47,88,0.534,11,20,0.55,11,16,0.688,6,36,32,5,1,13,16
L,34,84,0.405,12,34,0.353,14,16,0.875,8,41,19,4,4,14,15,50,92,0.543,11,19,0.579,11,16,0.688,7,48,27,7,1,6,17
W,44,80,0.55,14,35,0.4,17,18,0.944,4,47,34,6,8,17,19,39,97,0.402,9,28,0.321,12,16,0.75,8,37,24,10,4,9,14
L,40,97,0.412,14,44,0.318,6,7,0.857,13,49,20,7,3,8,19,38,85,0.447,12,38,0.316,17,22,0.773,8,48,21,7,5,11,11
L,43,87,0.494,18,38,0.474,8,9,0.889,10,35,28,3,5,9,19,42,86,0.488,16,32,0.5,17,23,0.739,14,43,25,6,4,8,12
L,38,82,0.463,16,35,0.457,25,27,0.926,10,45,24,4,4,17,31,40,88,0.455,9,23,0.391,30,42,0.714,11,41,20,12,3,9,24
W,44,96,0.458,18,41,0.439,24,29,0.828,11,56,23,10,6,11,22,38,88,0.432,9,36,0.25,19,27,0.704,5,44,20,6,6,16,23
L,42,92,0.457,15,43,0.349,16,19,0.842,9,32,23,12,2,12,17,53,81,0.654,12,26,0.462,17,21,0.81,4,40,38,8,1,18,16
W,43,86,0.5,14,32,0.438,9,11,0.818,9,46,23,10,0,9,12,39,79,0.494,17,41,0.415,4,5,0.8,4,33,24,8,4,14,16
L,37,88,0.42,9,32,0.281,6,11,0.545,8,37,22,12,3,12,15,40,79,0.506,15,34,0.441,10,12,0.833,6,43,14,7,7,18,16
W,45,86,0.523,12,34,0.353,23,23,1,9,42,26,9,1,9,25,31,80,0.388,15,41,0.366,21,28,0.75,13,39,25,5,4,14,20
W,42,85,0.494,17,38,0.447,18,20,0.9,8,44,26,4,7,8,16,43,95,0.453,12,34,0.353,12,16,0.75,15,48,21,3,3,7,18
W,49,88,0.557,17,33,0.515,19,30,0.633,5,44,23,10,3,8,20,39,85,0.459,7,22,0.318,16,19,0.842,6,40,22,6,6,16,24
W,34,89,0.382,13,34,0.382,17,18,0.944,14,57,16,6,5,8,13,33,82,0.402,8,23,0.348,11,13,0.846,2,39,16,4,6,7,14
W,45,85,0.529,11,26,0.423,21,27,0.778,9,38,26,9,3,12,25,39,77,0.506,10,26,0.385,24,33,0.727,8,38,17,5,2,16,27
W,51,95,0.537,19,34,0.559,8,10,0.8,13,46,25,5,2,12,15,38,81,0.469,11,30,0.367,18,21,0.857,5,32,18,8,4,12,14
L,37,89,0.416,12,37,0.324,10,10,1,12,48,25,3,4,14,21,38,92,0.413,5,17,0.294,22,25,0.88,15,50,23,10,6,8,13
L,35,85,0.412,10,34,0.294,14,16,0.875,13,45,17,6,5,10,19,39,81,0.481,13,25,0.52,10,14,0.714,7,38,28,6,5,13,16
W,41,86,0.477,14,28,0.5,8,9,0.889,13,50,23,10,4,19,25,32,80,0.4,7,23,0.304,15,20,0.75,7,36,16,9,7,18,11
W,46,89,0.517,16,41,0.39,25,30,0.833,8,48,24,5,5,7,24,37,92,0.402,11,36,0.306,31,37,0.838,14,48,18,4,5,7,22
W,42,84,0.5,18,37,0.486,11,12,0.917,9,35,26,5,1,10,22,36,71,0.507,6,24,0.25,25,30,0.833,9,36,20,6,6,14,18
W,48,88,0.545,19,37,0.514,11,13,0.846,4,38,31,10,4,9,24,39,83,0.47,12,37,0.324,19,27,0.704,12,41,28,3,6,14,15
W,50,80,0.625,15,27,0.556,16,21,0.762,7,37,35,4,5,16,18,46,87,0.529,15,32,0.469,17,19,0.895,12,31,33,12,4,12,24
W,48,89,0.539,13,28,0.464,17,19,0.895,6,48,34,10,5,14,20,44,96,0.458,9,40,0.225,18,22,0.818,9,42,14,9,5,12,17
W,37,93,0.398,7,29,0.241,19,21,0.905,15,47,10,8,2,11,20,37,85,0.435,7,24,0.292,17,22,0.773,11,46,17,5,4,16,21
L,37,82,0.451,19,39,0.487,10,16,0.625,8,43,26,6,3,19,26,35,83,0.422,14,44,0.318,22,30,0.733,11,46,21,13,7,12,19
W,45,89,0.506,21,42,0.5,13,17,0.765,8,48,31,6,3,14,26,36,88,0.409,17,45,0.378,16,21,0.762,6,37,27,6,7,11,21
W,45,90,0.5,11,38,0.289,12,15,0.8,10,45,24,3,3,10,15,42,94,0.447,14,44,0.318,14,19,0.737,13,42,22,7,4,6,16
W,38,84,0.452,14,27,0.519,27,36,0.75,10,43,28,4,5,12,17,38,84,0.452,13,30,0.433,16,23,0.696,11,42,19,6,8,13,29
W,39,97,0.402,12,34,0.353,19,23,0.826,14,58,22,8,3,14,19,36,89,0.404,13,42,0.31,19,22,0.864,9,47,24,7,5,14,19
L,36,90,0.4,14,45,0.311,17,17,1,13,44,20,5,5,18,23,44,82,0.537,15,29,0.517,17,26,0.654,8,44,28,13,5,16,18
L,41,80,0.513,12,31,0.387,7,9,0.778,5,36,24,8,0,14,16,43,91,0.473,13,37,0.351,10,13,0.769,15,45,23,9,4,10,11
L,36,83,0.434,14,34,0.412,18,24,0.75,10,39,21,8,3,6,19,39,80,0.488,12,32,0.375,20,21,0.952,8,44,26,2,4,10,23
W,39,75,0.52,15,34,0.441,12,13,0.923,4,42,28,7,5,18,14,40,87,0.46,12,35,0.343,8,13,0.615,7,37,22,10,3,12,15
W,41,77,0.532,13,31,0.419,23,26,0.885,9,48,23,4,5,22,25,33,87,0.379,10,36,0.278,18,29,0.621,11,34,21,8,6,10,23
L,37,86,0.43,12,35,0.343,14,16,0.875,7,43,24,5,1,13,12,42,90,0.467,13,32,0.406,9,9,1,8,45,25,7,5,10,17
W,39,78,0.5,11,32,0.344,26,26,1,9,49,25,10,4,16,17,35,86,0.407,10,37,0.27,16,19,0.842,9,35,21,10,8,13,22
W,40,75,0.533,21,45,0.467,12,16,0.75,6,44,28,6,6,17,17,33,84,0.393,9,33,0.273,15,19,0.789,8,35,24,9,1,10,15
L,45,93,0.484,11,35,0.314,14,15,0.933,7,35,29,9,5,13,15,46,86,0.535,14,37,0.378,16,22,0.727,8,41,30,4,4,15,20
L,45,106,0.425,10,43,0.233,12,15,0.8,16,44,17,8,3,3,14,50,94,0.532,8,26,0.308,9,16,0.563,14,54,20,1,12,15,11
W,43,80,0.538,14,35,0.4,24,29,0.828,8,46,24,6,3,21,29,36,87,0.414,8,35,0.229,24,28,0.857,8,37,20,10,3,15,22
W,38,89,0.427,13,36,0.361,33,38,0.868,13,54,23,4,5,15,20,37,93,0.398,13,43,0.302,25,29,0.862,9,46,20,5,6,10,27
W,40,82,0.488,20,42,0.476,28,32,0.875,8,45,30,5,7,13,22,43,98,0.439,13,41,0.317,21,24,0.875,17,48,24,7,4,8,25
L,47,99,0.475,18,46,0.391,29,35,0.829,17,54,27,5,2,12,19,54,100,0.54,19,41,0.463,18,23,0.783,9,40,30,6,3,8,24
W,43,93,0.462,16,39,0.41,12,14,0.857,10,48,24,8,3,9,20,35,86,0.407,7,37,0.189,19,23,0.826,10,45,19,6,6,15,16
L,35,85,0.412,11,32,0.344,10,19,0.526,15,48,22,9,5,20,20,38,91,0.418,7,29,0.241,13,17,0.765,15,46,19,10,2,15,21
L,40,87,0.46,10,31,0.323,18,23,0.783,10,40,24,4,2,12,21,43,85,0.506,7,21,0.333,20,25,0.8,11,45,26,9,6,15,21
L,36,96,0.375,7,40,0.175,15,18,0.833,12,57,25,6,1,13,25,32,85,0.376,11,36,0.306,27,33,0.818,8,49,22,11,7,9,14
L,34,89,0.382,14,45,0.311,23,28,0.821,17,47,25,10,4,14,22,40,77,0.519,15,33,0.455,18,24,0.75,6,41,27,11,7,15,19
W,37,99,0.374,17,44,0.386,21,27,0.778,14,58,20,7,3,8,13,37,92,0.402,8,36,0.222,12,13,0.923,9,50,20,2,12,9,17
L,38,92,0.413,5,28,0.179,11,15,0.733,8,41,21,6,1,15,16,43,92,0.467,20,44,0.455,10,14,0.714,12,53,27,7,6,19,18
L,38,87,0.437,6,30,0.2,24,28,0.857,7,48,24,4,6,13,22,40,103,0.388,15,44,0.341,17,20,0.85,17,55,18,6,8,7,20
W,37,79,0.468,11,28,0.393,23,25,0.92,7,48,32,15,8,24,17,36,91,0.396,14,37,0.378,11,16,0.688,9,39,22,16,6,18,21
W,44,100,0.44,9,23,0.391,26,38,0.684,23,63,21,6,10,13,15,44,97,0.454,10,31,0.323,17,19,0.895,7,42,22,9,3,13,28
W,38,83,0.458,15,35,0.429,25,30,0.833,13,55,21,9,12,16,16,40,93,0.43,8,32,0.25,10,12,0.833,10,40,30,14,8,13,21
L,42,83,0.506,14,39,0.359,17,22,0.773,5,27,27,8,4,9,23,50,91,0.549,10,31,0.323,19,27,0.704,16,52,32,4,2,16,16
W,37,80,0.463,10,26,0.385,24,25,0.96,9,46,20,7,9,14,17,36,89,0.404,8,26,0.308,19,22,0.864,13,46,23,11,4,12,19
L,45,94,0.479,13,33,0.394,25,28,0.893,12,37,29,3,7,9,18,52,98,0.531,11,32,0.344,17,20,0.85,11,36,29,7,10,9,25
W,39,87,0.448,12,37,0.324,26,34,0.765,12,47,16,5,4,13,30,31,85,0.365,7,28,0.25,31,38,0.816,13,47,13,6,4,12,27
L,37,78,0.474,11,29,0.379,14,17,0.824,6,36,27,8,3,17,21,40,77,0.519,7,23,0.304,20,24,0.833,4,31,24,10,7,11,20
L,45,90,0.5,14,38,0.368,12,17,0.706,13,46,31,6,4,16,20,43,93,0.462,13,40,0.325,23,25,0.92,13,45,27,8,7,10,19
L,32,98,0.327,9,31,0.29,18,19,0.947,18,49,19,8,1,11,15,44,91,0.484,13,27,0.481,11,13,0.846,12,52,19,7,4,14,20
W,42,74,0.568,19,36,0.528,29,33,0.879,4,43,31,1,10,18,25,41,97,0.423,13,38,0.342,26,34,0.765,14,38,24,9,5,6,27
L,40,88,0.455,14,39,0.359,23,28,0.821,9,42,27,7,4,9,20,43,84,0.512,14,35,0.4,18,20,0.9,4,37,25,3,3,9,24
L,39,90,0.433,11,32,0.344,25,33,0.758,10,41,22,10,4,12,17,45,85,0.529,12,31,0.387,23,28,0.821,8,46,27,6,6,13,25
L,43,90,0.478,9,31,0.29,18,23,0.783,7,38,35,5,4,11,24,45,89,0.506,12,31,0.387,23,27,0.852,7,43,34,8,6,9,21
L,36,85,0.424,11,33,0.333,29,32,0.906,11,42,17,5,6,11,19,42,83,0.506,17,34,0.5,22,27,0.815,10,42,22,5,6,8,22
W,44,77,0.571,8,24,0.333,26,31,0.839,8,37,19,8,2,14,18,40,86,0.465,10,31,0.323,24,27,0.889,11,37,22,9,3,16,27
L,38,90,0.422,10,30,0.333,23,25,0.92,13,41,21,14,6,13,14,50,90,0.556,14,35,0.4,7,10,0.7,9,44,26,8,12,18,21
W,42,81,0.519,12,34,0.353,27,33,0.818,10,44,29,6,4,11,20,43,84,0.512,16,36,0.444,13,16,0.813,3,33,25,8,3,13,24
L,40,89,0.449,14,31,0.452,17,23,0.739,13,41,22,10,4,11,19,41,78,0.526,15,28,0.536,15,19,0.789,7,36,28,7,10,15,19
W,45,85,0.529,23,42,0.548,14,17,0.824,12,45,27,4,5,17,23,42,95,0.442,8,31,0.258,20,23,0.87,12,36,20,10,6,6,16
L,43,97,0.443,12,40,0.3,11,17,0.647,19,54,21,6,5,10,13,46,88,0.523,16,42,0.381,10,16,0.625,5,39,31,6,2,10,17
L,36,87,0.414,8,35,0.229,19,22,0.864,16,49,22,12,6,16,20,39,86,0.453,11,37,0.297,20,22,0.909,12,45,27,8,6,14,20
W,34,71,0.479,13,36,0.361,13,15,0.867,11,47,26,5,2,23,18,28,75,0.373,9,33,0.273,15,22,0.682,5,26,15,16,4,7,13
W,38,85,0.447,21,45,0.467,18,19,0.947,6,42,26,7,5,12,25,36,84,0.429,13,35,0.371,27,27,1,10,46,24,6,5,10,15
W,39,90,0.433,15,42,0.357,28,35,0.8,12,53,20,8,13,14,26,42,96,0.438,17,37,0.459,19,23,0.826,13,50,23,8,4,14,25
W,43,84,0.512,12,33,0.364,23,33,0.697,13,45,21,6,2,8,17,43,98,0.439,7,36,0.194,13,16,0.813,22,47,27,5,1,12,26
W,32,71,0.451,12,29,0.414,24,26,0.923,12,49,21,4,6,15,21,31,81,0.383,8,30,0.267,12,23,0.522,14,34,19,4,5,13,18
W,44,86,0.512,17,37,0.459,14,16,0.875,9,38,32,8,6,12,18,42,88,0.477,13,34,0.382,10,13,0.769,10,37,27,6,6,13,19
W,47,87,0.54,11,33,0.333,11,13,0.846,6,50,26,6,7,14,16,34,93,0.366,13,34,0.382,12,16,0.75,11,38,18,5,3,9,13
W,39,98,0.398,13,37,0.351,8,9,0.889,16,49,26,13,7,8,21,34,81,0.42,8,26,0.308,18,24,0.75,13,52,18,6,3,16,16
L,43,95,0.453,12,34,0.353,12,16,0.75,15,48,21,3,3,7,18,42,85,0.494,17,38,0.447,18,20,0.9,8,44,26,4,7,8,16
L,41,85,0.482,7,25,0.28,19,23,0.826,11,42,17,5,3,13,20,40,84,0.476,10,30,0.333,20,22,0.909,12,42,21,5,6,16,16
W,46,84,0.548,13,33,0.394,19,24,0.792,8,45,31,6,5,10,23,39,79,0.494,12,28,0.429,18,26,0.692,5,33,29,7,4,12,22
L,36,76,0.474,12,34,0.353,18,21,0.857,2,31,18,7,3,11,16,50,92,0.543,15,36,0.417,11,16,0.688,15,49,32,7,3,10,15
L,41,85,0.482,13,32,0.406,15,21,0.714,6,36,30,9,1,7,17,45,88,0.511,12,32,0.375,15,18,0.833,11,49,27,6,1,13,14
W,50,100,0.5,13,24,0.542,21,26,0.808,10,57,28,3,9,12,22,49,110,0.445,13,40,0.325,18,24,0.75,11,46,25,8,6,6,22
W,49,87,0.563,13,29,0.448,15,21,0.714,6,42,25,10,9,15,23,38,88,0.432,8,29,0.276,19,23,0.826,5,34,22,7,6,15,18
W,35,81,0.432,12,32,0.375,35,45,0.778,10,49,19,10,3,15,19,43,92,0.467,10,40,0.25,15,21,0.714,9,45,25,12,6,16,26
W,44,88,0.5,20,31,0.645,15,22,0.682,10,42,24,7,6,11,23,37,91,0.407,12,38,0.316,21,28,0.75,16,49,24,7,7,14,15
L,45,101,0.446,10,28,0.357,13,15,0.867,11,42,26,5,3,7,19,48,89,0.539,17,40,0.425,18,21,0.857,11,54,30,5,5,14,17
W,47,84,0.56,7,27,0.259,19,23,0.826,6,41,25,7,4,9,14,41,86,0.477,13,33,0.394,13,14,0.929,8,38,25,6,1,13,17
W,38,84,0.452,17,39,0.436,12,16,0.75,7,41,27,7,1,11,11,37,80,0.463,15,43,0.349,12,14,0.857,6,38,28,5,5,12,14
W,40,84,0.476,13,30,0.433,15,22,0.682,8,39,21,7,2,13,16,42,88,0.477,10,39,0.256,9,13,0.692,6,42,16,7,4,13,19
L,39,86,0.453,14,34,0.412,17,19,0.895,8,39,23,5,4,11,15,46,95,0.484,16,43,0.372,12,17,0.706,14,51,25,8,1,8,16
W,45,92,0.489,13,32,0.406,26,34,0.765,14,51,20,8,7,10,19,45,92,0.489,10,32,0.313,17,20,0.85,8,41,33,7,5,12,27
W,39,94,0.415,9,34,0.265,25,29,0.862,18,65,20,6,3,13,22,34,86,0.395,8,37,0.216,20,29,0.69,6,40,13,11,3,10,19
L,49,102,0.48,12,34,0.353,17,24,0.708,12,41,28,10,3,10,18,49,91,0.538,19,35,0.543,20,25,0.8,8,49,29,8,3,14,19
W,43,80,0.538,15,35,0.429,17,19,0.895,8,38,24,12,2,14,17,38,79,0.481,13,37,0.351,14,16,0.875,6,30,24,10,5,13,18
W,40,88,0.455,13,35,0.371,18,23,0.783,5,44,23,6,1,9,20,39,81,0.481,8,28,0.286,18,23,0.783,4,41,20,6,6,12,18
L,33,85,0.388,4,27,0.148,16,17,0.941,9,45,19,10,4,16,17,40,84,0.476,9,26,0.346,11,15,0.733,8,47,22,9,8,14,16
L,27,81,0.333,6,19,0.316,23,29,0.793,17,47,17,3,3,14,18,48,89,0.539,16,36,0.444,15,22,0.682,11,46,29,12,10,7,22
L,36,82,0.439,10,28,0.357,22,28,0.786,12,46,19,3,8,16,23,47,101,0.465,10,28,0.357,22,26,0.846,18,50,27,8,6,8,21
W,37,74,0.5,14,36,0.389,20,26,0.769,6,44,19,11,5,14,21,40,85,0.471,6,24,0.25,11,17,0.647,8,39,22,11,0,13,22
W,44,84,0.524,20,41,0.488,15,18,0.833,5,49,32,6,3,11,18,43,95,0.453,17,41,0.415,11,14,0.786,8,39,25,7,4,8,15
W,53,84,0.631,13,26,0.5,16,18,0.889,9,46,35,8,6,11,21,33,79,0.418,12,32,0.375,25,29,0.862,10,30,19,9,3,9,16
L,48,94,0.511,15,37,0.405,15,18,0.833,10,34,27,8,6,12,17,54,87,0.621,8,20,0.4,17,19,0.895,4,36,35,11,4,15,19
W,46,96,0.479,10,30,0.333,23,26,0.885,13,55,23,4,6,12,17,51,100,0.51,13,26,0.5,9,11,0.818,8,42,28,8,8,9,21
W,44,86,0.512,10,33,0.303,22,28,0.786,7,51,22,4,5,14,21,45,101,0.446,10,29,0.345,16,19,0.842,9,42,29,10,1,7,20
W,41,94,0.436,14,36,0.389,20,24,0.833,12,49,19,9,4,7,16,36,94,0.383,11,36,0.306,10,15,0.667,16,51,24,3,6,14,16
W,49,90,0.544,7,21,0.333,19,26,0.731,11,56,32,10,8,13,16,31,92,0.337,18,63,0.286,15,20,0.75,11,43,25,8,5,15,18
W,45,102,0.441,10,31,0.323,24,31,0.774,18,54,27,5,7,14,29,47,98,0.48,8,29,0.276,20,24,0.833,10,46,28,6,11,15,25
W,39,86,0.453,5,23,0.217,23,33,0.697,15,56,20,4,9,18,22,41,98,0.418,11,44,0.25,10,13,0.769,10,40,25,8,5,11,23
L,36,76,0.474,10,23,0.435,18,25,0.72,3,39,21,5,4,15,23,46,94,0.489,14,35,0.4,10,11,0.909,8,44,34,6,3,9,20
W,46,94,0.489,16,33,0.485,17,22,0.773,12,37,33,9,2,10,18,44,81,0.543,11,28,0.393,16,20,0.8,7,39,27,7,5,19,18
L,45,96,0.469,11,33,0.333,18,24,0.75,14,45,23,11,5,15,21,45,86,0.523,13,36,0.361,19,25,0.76,10,45,26,10,6,18,14
L,35,90,0.389,9,28,0.321,15,21,0.714,14,47,11,5,4,14,21,36,81,0.444,13,41,0.317,17,23,0.739,6,48,15,10,10,13,22
L,34,90,0.378,10,35,0.286,28,39,0.718,11,52,20,5,6,14,20,51,97,0.526,23,43,0.535,12,14,0.857,3,48,41,4,6,11,28
W,47,91,0.516,14,37,0.378,20,27,0.741,12,39,30,8,3,7,16,49,93,0.527,14,40,0.35,12,15,0.8,10,43,27,3,2,14,21
L,46,81,0.568,15,34,0.441,16,28,0.571,3,26,36,9,8,11,18,53,91,0.582,20,39,0.513,18,22,0.818,12,44,30,8,5,12,20
L,33,81,0.407,8,30,0.267,25,35,0.714,6,47,21,4,5,15,20,44,100,0.44,17,41,0.415,20,23,0.87,9,50,26,10,5,8,27
W,47,84,0.56,15,32,0.469,18,23,0.783,7,44,29,6,9,18,17,47,97,0.485,13,39,0.333,15,18,0.833,10,37,26,14,3,12,21
L,44,84,0.524,19,38,0.5,19,26,0.731,8,42,35,4,2,13,18,44,90,0.489,23,48,0.479,21,27,0.778,12,38,28,9,8,8,24
L,40,85,0.471,8,26,0.308,12,17,0.706,9,32,23,4,2,14,16,52,89,0.584,18,35,0.514,16,20,0.8,12,47,29,10,3,9,19
L,47,91,0.516,13,39,0.333,16,18,0.889,8,33,23,7,7,10,24,45,85,0.529,11,22,0.5,27,34,0.794,14,48,24,5,1,13,15
L,39,86,0.453,13,28,0.464,5,12,0.417,4,39,25,11,4,18,15,41,86,0.477,16,35,0.457,17,18,0.944,6,48,24,14,6,16,15
W,38,91,0.418,12,34,0.353,15,21,0.714,12,55,21,6,14,6,25,36,94,0.383,5,22,0.227,17,25,0.68,16,57,19,2,6,11,21
W,45,92,0.489,14,33,0.424,17,26,0.654,17,50,30,8,3,15,18,40,96,0.417,10,26,0.385,17,18,0.944,17,47,25,8,8,14,23
W,43,78,0.551,16,36,0.444,24,31,0.774,11,38,31,7,5,22,25,42,86,0.488,13,32,0.406,27,33,0.818,12,35,20,14,2,15,27
L,41,85,0.482,17,45,0.378,5,11,0.455,12,41,22,12,3,17,21,36,77,0.468,11,32,0.344,22,26,0.846,9,39,25,5,4,15,14
W,42,88,0.477,14,43,0.326,20,26,0.769,13,52,31,3,8,20,18,40,101,0.396,9,30,0.3,20,24,0.833,17,46,22,11,5,10,22
W,42,92,0.457,13,37,0.351,19,23,0.826,12,44,23,7,2,10,19,39,86,0.453,11,33,0.333,22,29,0.759,11,45,28,9,3,13,21
W,44,91,0.484,14,35,0.4,17,24,0.708,10,45,30,5,7,7,11,45,97,0.464,13,35,0.371,11,14,0.786,13,47,30,3,9,9,18
